id	loc	bytes	jp	en	edited_en
931	13:$5DEF	21	のむと しばらく むてきになるぞ<br> <end>	Grants invincibility,<br>preventing damage and<br>status ailments for a<br>short while.<end>	
932	13:$5E05	23	のむと レベルが5つ あがるぞ<br><end><cF0:04>	Raises your level<br>by 5.<br><end><cF0:04>	
933	13:$5E1D	55	もっていると 1どだけ いきかえる<br>ことができるぞ<br>ツボのなかにいれていると ダメだぞ<br> <end>	Holding this revives<br>you once when you<br>collapse. It will not<br>work inside a Pot.<end>	
934	13:$5E55	25	のむと レベルが さがってしまうぞ<br><end><cF0:04>	Lowers your level<br>by 1.<br><end><cF0:04>	
935	13:$5E6F	26	のむと レベルが3つさがってしまうぞ<br><end><cF0:04>	Lowers your level<br>by 3.<br><end><cF0:04>	
936	13:$5E8A	30	のむと レベルもHPも<br>1に なってしまうぞ<br><cF0:04><br> <end>	Reduces your level<br>and HP to 1.<br><cF0:04><br> <end>	
937	13:$5EA9	25	のむと しきべつしたものを<br>わすれてしまうぞ<end>	Makes you forget all<br>identified items.<end>	
938	13:$5EC3	23	のむと さいだいHPが あがるぞ<br> <end>	Using this increases<br>Max HP.<br> <end>	
939	13:$5EDB	26	のむと さいだいまんぷくどが<br>あがるぞ<end>	Using this increases<br>Max Fullness.<end>	
940	13:$5EF6	26	のむと さいだいまんぷくどが<br>さがるぞ<end>	Using this decreases<br>Max Fullness.<end>	
941	13:$5F11	38	のむと すこしのあいだ<br>すばやく うごけるように なるぞ<br><cF0:04><br> <end>	Lets you move faster<br>for a short while.<br><cF0:04><br> <end>	
942	13:$5F38	59	のむと ちからが あがるぞ<br>ちからが マンタンなときに のむと<br>ちからのさいだいちが 1あがるぞ<br> <end>	Restores 1 Strength.<br>At full Strength, it<br>raises Max Strength<br>by 1.<end>	
943	13:$5F74	34	のむと ちからが さいだいちまで<br>かいふくするぞ<br><cF0:04><br> <end>	Restores Strength to<br>its maximum.<br><cF0:04><br> <end>	
944	13:$5F97	44	のむと ちからとHPがさがってしまい<br>うごきも おそくなってしまうぞ<br><cF0:04><br> <end>	Lowers HP, Strength,<br>and movement speed.<br><cF0:04><br> <end>	
945	13:$5FC4	19	のむと こんらんしてしまうぞ<br><end><cF0:04>	Makes you confused.<br><end><cF0:04>	
946	13:$5FD8	23	のむと しばらく ねむってしまうぞ<br><end><cF0:04>	Puts you to sleep<br>for a short while.<br><end><cF0:04>	
947	13:$5FF0	36	ただの ざっそうだぞ<br><end>のめば すこしは はらのたしになるぞ	A plain weed with no<br><end>special effect. It<br>restores a little<br>Fullness.	
948	13:$6015	27	のむと どこかへ とぶことができるぞ<br><end><cF0:04>	Warps you to another<br>spot on this floor.<br><end><cF0:04>	
949	13:$6031	27	よむと そうびしているものの<br>のろいがとけるぞ<end>	Reading this removes<br>curses from equipped<br>items.<end>	
950	13:$604D	25	よむと アイテムが しきべつできるぞ<br> <end>	Identifies one item.<br> <end>	
951	13:$6067	44	よむと いまいるばしょの ちけいと<br>モンスターやアイテムの いちが<br>わかるぞ<br> <end>	Reveals the map and<br>shows every monster<br>and all items.<br> <end>	
952	13:$6094	20	よむと ツボがおおきくなるぞ<br> <end>	Makes a Pot larger.<br> <end>	
953	13:$60A9	42	よむと へやにいる すべての<br>モンスターに ダメージをあたえるぞ<br><cF0:0B><br> <end>	Damages all monsters<br>in the room.<br><cF0:0B><end>	
954	13:$60D4	30	よむと いまいる ちけいでは<br>くちがつかえなくなるぞ<end>	Stops mouth-based<br>actions for the rest<br>of this floor.<end>	
955	13:$60F3	99	よむと そうびひんを もったまま<br>ツキカゲむらへ かえれるぞ<br>ただし ふたりどうじには ムリだぞ<br> <brk>コッパは、シレンの にもつのなかに<br><end>かくれるので いっしょに かえれるぞ	Returns you to<br>Moonlight Village<br>with your equipment.<br>Only one may return.<brk>Koppa hides inside<br><end>Shiren's pack, so he<br>comes along too.	
956	13:$6157	23	こまったときに よむと<br>いいことがあるぞ<end>	Helps you out of a<br>dangerous situation.<end>	
957	13:$616F	27	よむと モンスターのうごきが<br>2ばいになるぞ<end>	Monsters move at<br>double speed.<end>	
958	13:$618B	67	よむと へやにいる すべての<br>モンスターが しばらく ねむって<br>しまうぞ<brk>ねむりからさめると ばいそくになるぞ<br><cF0:0B><br> <end>	Puts all monsters in<br>the room to sleep<br>for a short while.<brk>They awaken at<br>double speed.<br><cF0:0B><end>	
959	13:$61CF	45	よむと いまいる ちけいでは<br>モンスターに あたえる ダメージが<br>ふえるぞ<br> <end>	You deal more damage<br>on the current floor.<br> <end>	
960	13:$61FD	28	へやにいるすべてのモンスターが<br>しょうめつするぞ<end>	Makes every monster<br>in the room vanish.<end>	
961	13:$621A	92	よむと すさまじい しょうげきはで<br>ちかくにいるすべてのモンスターが<br>こなごなに ぶんかいするぞ<br> <brk>じぶんは たおれないが<br>うけたダメージは おおきいぞ<end>	Creates a shock wave<br>that destroys nearby<br>monsters.<br> <brk>It cannot defeat you<br>but hurts you badly.<end>	
962	13:$6277	22	よむと おおべやに なってしまうぞ<br> <end>	Turns the floor into<br>one large room.<br> <end>	
963	13:$628E	24	よむと モンスターハウスが できるぞ<br> <end>	Creates a Monster<br>House in the room.<br> <end>	
964	13:$62A7	56	よむと へやにいる すべての<br>モンスターが しばらく こんらんして<br>まっすぐ あるけなくなるぞ<br><end><cF0:0B>	Confuses monsters<br>in the room, so<br>they move randomly.<br><end><cF0:0B>	
965	13:$62E0	38	モンスターになげると そのしゅるいの<br>モンスターは でてこなくなるぞ<end>	Throw at a monster<br>to banish its kind<br>from the dungeon.<end>	
966	13:$6307	22	よむと マップを わすれてしまうぞ<br> <end>	Makes you forget the<br>current floor map.<br> <end>	
967	13:$631E	35	よむと そうびしている けんが<br>つよくなり のろいも とけるぞ<end>	Strengthens your<br>equipped weapon and<br>removes its curse.<end>	
968	13:$6342	35	よむと そうびしている たてが<br>つよくなり のろいも とけるぞ<end>	Strengthens your<br>equipped shield and<br>removes its curse.<end>	
969	13:$6366	51	よむと そうびしている けんとたてが<br>メッキされて サビなくなるぞ<br>のろいも とけるぞ<br> <end>	Plates your equipped<br>weapon and shield to<br>stop rust. It also<br>removes both curses.<end>	
970	13:$639A	24	よむと ツボのなかみを とりだせるぞ<br> <end>	Removes everything<br>from a Pot.<br> <end>	
971	13:$63B3	32	よむと いまいる ちけいでは<br>アイテムを ひろえなくなるぞ<end>	Prevents you from<br>picking up items on<br>this floor.<end>	
972	13:$63D4	28	<cF0:0C><br>ふつうのこうげきしか しなくなるぞ<br><cF0:05><br> <end>	<cF0:0C><br>it can only make<br>normal attacks.<br><cF0:05><end>	
973	13:$63F1	29	<cF0:0C><br>モンスターをとおくへ ふっとばせるぞ<br><cF0:05><br> <end>	<cF0:0C><br>it flies far away.<br><cF0:05><br> <end>	
974	13:$640F	31	<cF0:0C><br>モンスターのレベルがあがってしまうぞ<br><cF0:05><br> <end>	<cF0:0C><br>its level rises.<br><cF0:05><br> <end>	
975	13:$642F	29	<cF0:0C><br>モンスターのレベルを さげられるぞ<br><cF0:05><br> <end>	<cF0:0C><br>its level falls.<br><cF0:05><br> <end>	
976	13:$644D	31	<cF0:0C><br>モンスターをじぶんのみがわりにするぞ<br><cF0:05><br> <end>	<cF0:0C><br>it becomes a decoy.<br><cF0:05><br> <end>	
977	13:$646D	33	<cF0:0C><br>モンスターと じぶんの いちが<br>いれかわるぞ<br><end><cF0:05>	<cF0:0C><br>you and it swap<br>places.<br><end><cF0:05>	
978	13:$648F	24	<cF0:0C><br>いろいろなことが おきるぞ<br><cF0:05><br> <end>	<cF0:0C><br>it causes a random<br>effect.<br><cF0:05><end>	
979	13:$64A8	59	<cF0:0C><br>モンスターを かなしばりにするぞ<br>こうかは ずっとつづくが たたいたり<br>すると おきるぞ<brk><cF0:05><br> <end>	<cF0:0C><br>it is stunned until<br>you attack it.<br> <brk><cF0:05><br> <end>	
980	13:$64E4	44	<cF0:0C><br>モンスターを でぐちのところへ<br>ワープさせて かなしばりにするぞ<brk><end><cF0:05>	<cF0:0C><br>it warps to the exit<br>and is held there.<br> <brk><end><cF0:05>	
981	13:$6511	43	<cF0:0C><br>じぶんの いたみをモンスターにも<br>かんじさせることができるぞ<br><end><cF0:05>	<cF0:0C><br>it also takes any<br>damage you receive.<br><end><cF0:05>	
982	13:$653D	23	ツボに アイテムを<br>だしいれできるぞ<end>	Items can be freely<br>stored and removed.<end>	
983	13:$6555	58	じぶんが ツボのなかに はいれて<br>モンスターから かくれることが<br>できるぞ<br>なげても つかえるぞ<end>	Climb inside to hide<br>from monsters.<br>Throw it to trap a<br>monster inside.<end>	
984	13:$6590	28	ツボにいれたアイテムを ふやせるぞ<br><cF0:09><br><cF0:0A><br> <end>	Copies items inside.<br><cF0:09><br><cF0:0A><br> <end>	
985	13:$65AD	61	けんやたてを しばらく いれたままに<br>しておいて つよくできるぞ<br>つえは かいすうが ふえるぞ<brk><cF0:09><br><cF0:0A><br> <end>	Leave weapons or<br>shields inside to<br>strengthen them.<br>Staves gain uses.<brk><cF0:09><br><cF0:0A><br> <end>	
986	13:$65EB	31	ツボにいれたアイテムを<br>しきべつできるぞ<br><cF0:09><br><end><cF0:0A>	Identifies items put<br>inside.<br><cF0:09><br><end><cF0:0A>	
987	13:$660B	23	おすと ステータスが かいふくするぞ<br> <end>	Push it to restore<br>HP, Strength, and<br>status.<br> <end>	
988	13:$6623	28	ツボにいれた アイテムが<br>そうこに おくられるぞ<end>	Sends inserted items<br>to storage.<end>	
989	13:$6640	42	しばらく いれたままに しておくと<br>アイテムを よわくしてしまうぞ<br><cF0:09><br><end><cF0:0A>	Leave an item inside<br>to weaken it.<br><cF0:09><br><end><cF0:0A>	
990	13:$666B	24	ツボにいれた アイテムが なくなるぞ<br> <end>	Items put inside<br>vanish forever.<br> <end>	
991	13:$6684	15	これはモンスターだ！！<br> <end>	This is a monster!!<br> <end>	
992	13:$6694	30	ツボにいれたアイテムが へんかするぞ<br><cF0:09><br><cF0:0A><br> <end>	Alters its contents.<br><cF0:09><br><cF0:0A><br> <end>	
993	13:$66B3	183	けん たて つえ をごうせいできるぞ<brk>けんを つづけていれると すべて<br>さいしょのけんに のうりょくや ＋の<br>つよさが ごうせいされるぞ<brk>だから いれるじゅんばんには<br>きをつけたほうが いいぞ<br>たても けんと おなじだぞ<brk>つえは おなじしゅるいを つづけて<br>いれれば つえを ふるかいすうが<br>ごうせいされるぞ<brk><cF0:09><br><end><cF0:0A>	Combines weapons,<br>shields, and staves.<brk>Insert weapons one<br>after another. Their<br>powers and bonuses<br>merge into the base.<brk>Insertion order<br>matters. Shields act<br>the same way.<brk>Insert like staves<br>to combine uses.<brk><cF0:09><br><end><cF0:0A>	
994	13:$676B	19	ぬすっトドが はいってるぞ<br> <end>	A Thiefwalrus is<br>hiding inside.<br> <end>	
995	13:$677F	1	 		
996	13:$6781	46	これは おかねだ<br>モンスターに なげても きくぞ<br>やはり よのなか かねしだい・・・	Money that can be<br>thrown at a monster.<br>It makes the world<br>go round...	
997	13:$67B0	36	これは かさタヌキだ<br>まだ バレてないと おもっている<br>ようだ<end>	A Kasa Tanuki.<br>It thinks its trick<br>is still working.<end>	
998	13:$73BB	6	ア↓イ2アF		
999	13:$73C2	4	イまアF		
1000	13:$73C7	4	ウてアF		
1001	13:$73CC	4	エぅアF		
1002	13:$73D1	6	イミイまアF		
1003	13:$73D8	6	イ…イまアF		
1004	14:$4031	16	てんしゅ「いらっしゃいませ」<cE0:15>	Shopkeeper: Welcome!<cE0:15>	
1005	14:$4042	20	てんしゅ「ありがとうございました」	Shopkeeper: Thank you!	
1006	14:$4057	55	てんしゅ「おきゃくさんがおかいあげ<br> になったアイテムのだいきんとして<br> <cE5>ギタンいただきます」<end><mode0>	Shopkeeper: For the items<br> you've purchased,<end><brk> that will be <cE5> Gitan.<end><mode0>	
1007	14:$408F	28	<cEC:08><cE5>ギタンでよろしいですか？<br>▶かう<br> かわない	<cEC:08><cE5> Gitan. Buy it?<br><$81>Buy<br>  Cancel	
1008	14:$40AC	28	<cEC:08><cE4>ギタンでよろしいですか？<br>▶かう<br> かわない	<cEC:08><cE4> Gitan. Buy it?<br><$81>Buy<br>  Cancel	
1009	14:$40C9	50	てんしゅ「そうですか、それでは、<br> <cE4>ギタンにまけておきます。<br> これでよろしいですか？」	Shopkeeper: I see.<end><brk> Then I'll lower the price to<br> <cE4> Gitan.<end><brk> Does that work for you?	
1010	14:$40FC	46	てんしゅ「おきゃくさんがみせのなかに<br> おいたアイテムを、<br> <cE6>ギタンでかいとります」	Shopkeeper: For the items you<br> left in the shop,<end><brk> I'll pay you <cE6> Gitan.	
1011	14:$412B	28	<cEC:08><cE6>ギタンでよろしいですか？<br>▶うる<br> うらない	<cEC:08><cE6> Gitan. Sell it?<br><$81>Sell<br>  Cancel	
1012	14:$4148	17	てんしゅ「それはザンネンです」	Shopkeeper: That's too bad.	
1013	14:$415A	27	てんしゅ「おきゃくさん、おかねが<br> たりませんよ！」	Shopkeeper: You don't have<br> enough money!	
1014	14:$4176	47	てんしゅ「たいへんだ！<br>      おおべやだ！<br>       かいだんへいそげ！」	Shopkeeper: Oh no!<end><brk> It's a Monster House!<end><brk> Hurry to the stairs!	
1015	14:$41A6	18	<cEC:04>てんしゅは、ねむっている。<br> <br>	<cEC:04>Shopkeeper is asleep.<br> <br>	
1016	14:$41C2	24	<cEC:04>「 『ツキカゲむら いりぐち』  」<br><br>	<cEC:04>  Moonlight Village<br>      Entrance<br>	
1017	14:$41DB	38	<cEC:04>「    やど と しょくじ<br>       『ととや』     」<br>	<cEC:04>   Lodging and Meals<br>       The Totoya<br>	
1018	14:$4202	24	<cEC:04>「  『なきりゅうじんじゃ』   」<br><br>	<cEC:04>   Dragon's Cry Shrine<br><br>	
1019	14:$421B	57	<cEC:00>「   『りゅうの あぎと』<br> りゅう なきさけぶとき そのくち<br>    はじめて ひらくべし   」	<cEC:00>    Dragon's Maw<br> When the dragon cries,<br> its maw first opens	
1020	14:$4255	94	     『ごみツボ』<br> すてたいアイテムは みぎがわの<br>  ごみツボに なげいれるべし。<end><brk> ただし いちど すてると にどと<br>  とりだせないので ちゅうい！	       The Rubbish Pot<br> Throw unwanted items<br> into the pot on the right.<end><brk> Once thrown away,<br> it is gone for good.	
1021	14:$42B7	54	かんぬし「わしは、たびするものに<br> いつも じょげんをあたえておる。<br> なにについて ききたい？」<end><mode0>	Priest: I give advice to<br> travelers. What would you<br> like to know?<end><mode0>	
1022	14:$42EE	20	かんぬし「なにについて ききたい？」<end><mode0>	Priest: What would you like to<br> know?<end><mode0>	
1023	14:$4303	37	<cEC:09>▶1：うごきかたについて<br> 2：「どうぐ」について<br> 3：そのた	<cEC:09><$81>1: About moving<br>  2: About Items<br>  3: Other	
1024	14:$4329	55	<cEC:09>▶1：ダッシュしたいときは？<br> 2：ナナメにだけ あるくときは？<br> 3：むきだけを かえたいときは？	<cEC:09><$81>1: How do I dash?<br>  2: How do I move diagonally?<br>  3: How do I turn in place?	
1025	14:$4361	81	かんぬし「Bボタンを おしながら<br> <$A7>じボタンで ダッシュじゃ。<end><brk> また、Bボタンを おしながらだと<br> アイテムのうえにのることもできる」	Priest: Hold B and press the<br> D-Pad to dash.<end><brk> Holding B also lets you step<br> onto an item.	
1026	14:$43B3	43	かんぬし「スタートを おしながら<br> <$A7>じボタンで ナナメにだけ<br> あるける」	Priest: Hold Start and press<br> the D-Pad to walk only<br> diagonally.	
1027	14:$43DF	61	かんぬし「スタートをチョンッとおせば<br> <$AA>マークがでる。あとは <$A7>じボタン<br> で ほうこうを かえればよい」	Priest: Tap Start to display a<br> marker. Then use the D-Pad<br> to change direction.	
1028	14:$441D	51	<cEC:09>▶1：アイテムを えらびたいときは？<br> 2：せいとんしたいときは？<br> 3：やを うちたいときは？	<cEC:09><$81>1: How do I select items?<br>  2: How do I sort items?<br>  3: How do I fire arrows?	
1029	14:$4451	132	かんぬし「Bボタンをチョンッとおして<br> 『どうぐ』をえらべば よい。<end><brk> <$A7>じボタンの さゆうで ページも<br> きりかわる。<end><brk> あと、アイテムの つかいかたは、<br> アイテムをえらんで Aボタンをおし<br> せつめいを みれば かいてあるぞ」	Priest: Tap B and choose<br> Items.<end><brk> Press left or right on the<br> D-Pad to change pages.<end><brk> To use an item, choose it and<br> press A, then check its<br> description for instructions.	
1030	14:$44D6	40	かんぬし「『どうぐ』を ひらいている<br> ときに スタートを おすのじゃ」<br>	Priest: Press Start while the<br> Items menu is open.	
1031	14:$44FF	59	かんぬし「『どうぐ』のなかの やを<br> そうびすれば、セレクトをおしながら<br> Aボタンで うてるんじゃ」	Priest: Equip arrows from the<br> Items menu,<end><brk> then hold Select and press A<br> to fire.	
1032	14:$453B	57	<cEC:09>▶1：はやく かいふくしたいときは？<br> 2：マップが みたいときは？<br> 3：ひとと いれかわりたいときは？	<cEC:09><$81>1: How do I heal faster?<br>  2: How do I view the map?<br>  3: How do I swap places?	
1033	14:$4575	45	かんぬし「Aボタンと Bボタンを<br> どうじにおせば、はやくかいふく<br> できる」	Priest: Press A and B together<br> to recover faster.	
1034	14:$45A3	48	かんぬし「ダンジョンないの マップを<br> みるには、セレクトを チョンッと<br> おせばよい」	Priest: Tap Select to view the<br> dungeon map.	
1035	14:$45D4	59	かんぬし「ダンジョンにいる ひとや<br> なかまといれかわるには、Bボタンを<br> おしながら <$A7>じボタンじゃ」	Priest: To swap places with a<br> person or companion in the<br> dungeon,<end><brk> hold B and press the D-Pad.	
1036	14:$4610	39	「  『クヨウとうげ けいろず』<br>   どのみちを えらびますか？<end><mode0>	   Kuyo Pass Route Map<br> Which path will you take?<end><mode0>	
1037	14:$4638	34	<cEC:09>▶やさしい （いまえらんでいるみち）<br> ふつう<br> むずかしい	<cEC:09><$81>Easy (current road)<br>  Normal<br>  Hard	
1038	14:$465B	35	<cEC:09>▶やさしい<br> ふつう  （いまえらんでいるみち）<br> むずかしい	<cEC:09><$81>Easy<br>  Normal (current road)<br>  Hard	
1039	14:$467F	33	<cEC:09>▶やさしい<br> ふつう<br> むずかしい（いまえらんでいるみち）	<cEC:09><$81>Easy<br>  Normal<br>  Hard (current road)	
1040	14:$46A4	13	<cEC:0E>▶すすむ<br> そのまま<br>	<cEC:0E><$81>Proceed<br>  Back<br>	
1041	14:$46B5	11	▶すすむ<br> そのまま<br>	<$81>Proceed<br>  Back<br>	
1042	14:$46C1	11	▶おりる<br> そのまま<br>	<$81>Proceed<br>  Back<br>	
1043	14:$46CD	12	▶あがる<br> そのまま<br>	<$81>Proceed<br>  Back<br>	
1044	14:$46EC	21	<cF4><cF2><cF0><name>は かぜにとばされた<br><cF3><mode1>ッ<mode0>	<cF4><cF2><cF0><name> was blown away by<br> the wind.<cF3><mode1><$78><mode0>	
1045	14:$4702	19	「おーい だれか たすけてくれー！」	Hey! Somebody help me!	
1046	14:$4716	19	いどの なかから こえがきこえる。	A voice is coming from inside<br> the well.	
1047	14:$472A	27	「おーい！ ここの なかだよ！<br> たすけてくれー！」	Hey! I'm down here! Help me!	
1048	14:$4746	32	<name>は わきにあった つなで<br>いどのなかから たすけだした。	<name> used the rope<br> beside the well to pull him<br> out.	
1049	14:$4767	109	コッパ「ふいーっ。おてんとさまを<br> おがめたのは なんにちぶりだろう。<br> たすかったぜ。おっ！・・・<end><brk> <nop>、<name>じゃないか！<end><br> いままで どこいってたんだよ！<br> さびしかったよぉ！ うおおーん！」	Koppa: Phew! How many days<br> has it been since I saw<br> daylight?<end><brk> You saved me. Oh!...<end><brk> <nop>, <name>!<end><brk> Where have you been?! I was<br> so lonely! Waaaaah!	
1050	14:$47D5	66	<cE0:00><mode1>1<cE0:28><name>は コッパと さいかいした！<mode1>ッ<end><br>・・・ひさしぶりだからかもしれないが<br>たしかに すこし くさい きもする。	<cE0:00><mode1><$02><cE0:28><name> reunited with<br> Koppa!<mode1><$78><end><brk> ...Maybe it's just been a<br> while,<end><brk> but he definitely smells a<br> little.	
1051	14:$4818	193	コッパ「・・そんなことがあったのか。<br> いけにえにされた おんなのこを<br> たすけにねえ・・・<end><brk> オイラは ふしぎなへんそくちけいが<br> ここにあるって きいてね・・いけば<br> <name>にあえると おもってさ」<end><brk>コッパ「けど このさきの<br> 『りゅうの あぎと』は とおれない<br> から まいっちゃうよな。<end><brk> まっ もう よるだし きょうの<br> ところは ねようぜ。<end>おやすみ」	Koppa: ...So that's what<br> happened.<end><brk> You're going to save a girl<br> offered as a sacrifice...<end><brk> I heard there was a<br> Mystery Dungeon here,<end><brk> and figured I'd find you if I<br> came, <name>.<end><brk> Koppa: But Dragon's Maw up<br> ahead won't open, so we're<br> stuck.<end><brk> Well, it's already night.<br> Let's get some sleep. Good<br> night.	
1052	14:$48DA	42	コッパ「ちょっと『りゅうの あぎと』<br> を しらべてから ここをでようぜ」	Koppa: Let's check out<br> Dragon's Maw before we<br> leave.	
1053	14:$4905	410	「   『りゅうの あぎと』<br> りゅう なきさけぶとき そのくち<br>    はじめて ひらくべし   」<end><brk>コッパ「りゅう なきさけぶ・・ねえ。<end><brk> ・・・・・・あれ？<end><br> そういえば ツキカゲむらの<br> じんじゃの なまえって・・・！<end><brk>コッパ「<name>！<end> むらにもどろう！<end><br> あのむら ぜったいヘンだよ！<end><brk> だって クヨウとうげで かいぶつに<br> やられたら <name>は むらに<br> もどされるんだろ？<end><brk> だったら そのナギというコだって<br> やられるだけで むらに かえって<br> これるハズじゃないのか？<end><brk> なのに むらびとは なんだって<br> 『にどと かえってこれねえ』<br> なんていうんだよ？<end><brk>コッパ「いけにえのシキタリ。<end><br> むらでみたっていうコドモせんしゃ。<end><br> そして あのじんじゃ・・・<end><brk> ツキカゲむらには ぜったい<br> ひみつがあるぜ」	Dragon's Maw<br> When the dragon cries,<br> its maw shall open<end><brk> Koppa: When the dragon<br> cries, huh.<end><brk> ...Wait.<end><brk> Come to think of it, the<br> shrine in Moonlight<br> Village...!<end><brk> Koppa: <name>! Let's go<br> back!<end><brk> Something's definitely wrong<br> with that village!<end><brk> Think about it, <name>.<br> When a monster defeats you<br> at Kuyo Pass,<end><brk> you get sent back to the<br> village, right?<end><brk> Then if that kid Nagi gets<br> defeated,<end><brk> shouldn't he be sent back<br> too?<end><brk> So why do the villagers say<br> he'll never return?<end><brk> Koppa: The sacrifice<br> tradition.<end><brk> The Baby Tank you saw in<br> the village.<end><brk> And that shrine...<end><brk> Moonlight Village is<br> definitely hiding something.	
1054	14:$4AA0	37	コッパ「なんとなく きちゃったけど<br> やっぱ あいてないよな・・・」	Koppa: We came all this way,<br> but of course it's still<br> closed...	
1055	14:$4AC6	12	ヨシゾウタ「よおっ！」	Yoshizota: Hey!	
1056	14:$4AD3	60	ヨシゾウタ「おれだ。ヨシゾウタだよ。<br> クスリうりの・・・<end>このまきものを<br> よめば ここ あくンだよね？」	Yoshizota: It's me, Yoshizota.<br> The medicine seller...<end><brk> This place opens if I read<br> this scroll, right?	
1057	14:$4B10	51	<cEC:09>▶なんで あんたが まきものを？<br> なんで あんたが ここに？<br> まあ どうでもいっか	<cEC:09><$81>Why do you have a scroll?<br>  Why are you here?<br>  Never mind	
1058	14:$4B47	157	ヨシゾウタ「いや、じつは あんたと<br> むらおさのはなしを そとから<br> ぜんぶ きいちゃってさ、<end><brk> で、おもしろそうだったんで つい<br> じんじゃのまきものをとって さきに<br> きちゃったんだけど・・・<end><brk> ひとりでいくの こわそうでさ、<br> で、あんたがくるのを まってた<br> ってワケよ」	Yoshizota: Well, the truth is,<end><brk> I overheard your entire<br> conversation<end><brk> with the Village Chief.<end><brk> It sounded interesting, so I<br> took the scroll from the<br> shrine<end><brk> and came on ahead...<end><brk> But going in alone looked<br> scary,<end><brk> so I waited for you to show<br> up.	
1059	14:$4BE5	16	ヨシゾウタ「じゃ よむぜ」	Yoshizota: All right, I'll<br> read it.	
1060	14:$4BF6	24	ヨシゾウタは なきりゅうのまきものを<br>よんだ	Yoshizota read the Dragon's<br> Cry Scroll.	
1061	14:$4C0F	87	ヨシゾウタ「おおっ！ あいた！<end><br> ・・・ううっ、やっぱり おっかな<br> そうな ところだな。<end><brk> あんた さきに いっててくれよ。<br> おれは あとから おいつくからよ」	Yoshizota: Whoa! It opened!<br> ...Ugh, this place looks<br> pretty scary after all.<end><brk> You go on ahead. I'll catch<br> up with you later.	
1062	14:$4C67	19	コッパ「オロチって<end> どこだ？」	Koppa: Orochi...<end><brk> Where is he?	
1063	14:$4C7B	13	ヨシゾウタ「ここだよ」	Yoshizota: Right here.	
1064	14:$4C89	125	ヨシゾウタ「おれが オロチなんだよ。<mode1>と<end><brk> <cF4><cE0:05>むらのやつらは かいぶつなんて<br> いってるが じょうだんじゃねえ。<end><br> おれは ちゃんとした にんげんだ。<end><brk> かいぶつなのは あいつらのほうさ。<br> あんたらも みただろ？」	Yoshizota: I'm Orochi.<mode1><$1E><end><brk> <cF4><cE0:05>The villagers call me a<br> monster, but give me a<br> break.<end><brk> I'm a perfectly normal human.<end><brk> They're the real monsters.<end><brk> You saw them yourselves,<br> didn't you?	
1065	14:$4D07	17	コッパ「・・・・・・・・・・・」	Koppa: ...	
1066	14:$4D19	503	ヨシゾウタ「いろいろなことが おきる<br> へんそくちけい・・・<end><brk> おれは このだいちの ちからを<br> わがものにするために ここへ<br> きたんだ。<end><brk> おれのつくった このクスリ・・・<br> これを ツキカゲむらのやつらに<br> のませたら どうなるとおもう？<end><brk> かいぶつになったままもどれなくなり<br> しかも おれさまの いうことだけを<br> きくように なるのさ。<end><brk> ただ おとなは うまく いかないん<br> だな。それで こどものいけにえって<br> ワケだ。<end><brk> もうすこしだった・・・もうすこしで<br> この どうくつも かんせいしたと<br> いうのに・・・・・<end><brk> なぜ あんたは たすけようとする？<end><br> あんな かいぶつどものむらの<br> ためにッ！<end><brk> かいぶつを たすけるために<br> にんげんである このおれを<br> たおそうというのかッ！<end><brk> ・・・・・・・・・・・・<end><br> ここに またべつのクスリがある。<end><brk> こどもたちから いきちを すこし<br> ずつ あつめてつくったクスリだ。<end><brk> これを にんげんがのむと<br> どうなると おもう？<end><br> みせてやるぜッ！！！」	Yoshizota: A Mystery Dungeon<br> where anything can happen...<end><brk> I came here to make the<br> power of this land my own.<end><brk> What do you think will<br> happen if I make Moonlight<br> Village drink this drug?<end><brk> They'll become monsters<br> forever.<end><brk> And they'll obey no one but<br> me.<end><brk> But it doesn't work on<br> adults. That's why I need<br> child sacrifices.<end><brk> I was so close... So close to<br> completing this cave...<end><brk> Why save them? Why save a<br> village of monsters?!<end><brk> Would you kill me, a human,<br> just to save monsters?!<end><brk> ...I have another drug here.<end><brk> I made it from the children's<br> blood, drawn a little at a<br> time.<end><brk> What happens when a human<br> drinks it? Let me show you!	
1067	14:$4F11	36	<cF0>クスリをのんだヨシゾウタは<br>オロチに へんしんしたッ！！<br><cF3><mode1>と<mode0>	<cF0>Yoshizota drank the drug and<br> turned into Orochi!!<cF3><mode1><$1E><mode0>	
1068	14:$4F36	21	ヨシゾウタは クスリをのんだ！<mode1>ぇ<cE7><mode0>	Yoshizota drank the drug!<mode1><$3C><cE7><mode0>	
1069	14:$4F4C	66	オロチ「・・・たとえ このばで<br> ちからつきようとも、<end><brk> オロチは なんどでも ふっかつ<br> しようぞ・・・クックックッ」	Orochi: Even if I fall here,<end><brk> Orochi shall rise again and<br> again... Heh heh heh.	
1070	14:$4F8F	41	コッパ「へッ！ ここまで くりゃ<br> あんたもじゅうぶん かいぶつだよ」	Koppa: Heh! If you made it<br> this far, you're practically<br> a monster yourself!	
1071	14:$4FB9	34	コッパ「フミちゃん・・・だね。<br> たすけにきたんだ。かえろう」	Koppa: You're Fumi, right? We<br> came to rescue you. Let's go<br> home.	
